gvkey,datadate,tic,conm,act,at,csho,ebit,lct,lt,re,sale,prcc_c,gsector,mve
32106,12/31/22,BKR,BAKER HUGHES CO,14592,34181,1005.96,1921,11075,19656,-13732,21156,29.53,10,29705.999
32372,12/31/22,CEIX,CONSOL ENERGY INC,598.483,2704.377,34.747,818.379,448.798,1538.551,519.242,2292.515,65,10,2258.555
32844,12/31/22,SMGI,SMG INDUSTRIES INC,15.727,22.182,39.18,-3.987,34.818,48.704,-44.642,71.022,0.104,10,4.075
32938,12/31/22,WHD,CACTUS INC,654.642,1118.896,60.903,183.17,116.649,408.451,260.78,688.369,50.26,10,3060.985
33070,12/31/22,PTALF,PETROTAL CORP,263.133,602.88,862.209,219.183,123.362,203.549,262.873,327.115,0.499,10,430.242
33326,12/31/22,CHX,CHAMPIONX CORP,1498.581,3387.483,198.466,374.484,858.976,1710.268,-557.133,3805.948,28.99,10,5753.529
34010,12/31/22,CRK,COMSTOCK RESOURCES INC,644.987,5694.255,277.517,2281.141,756.137,3415.941,886.138,3628.057,13.71,10,3804.758
34034,12/31/22,STR,SITIO ROYALTIES CORP,192.191,5170.902,79.539,210.71,26.412,1284.307,-9.203,369.612,28.85,10,2294.7
34055,12/31/22,KLXE,KLX ENERGY SERVS HLDNG,254.7,465.9,13.9,32.5,154.4,481.7,-528.6,781.6,17.31,10,240.609
34183,12/31/22,REPX,RILEY EXPL PERMIAN INC,50.994,515.294,20.161,206.157,76.305,181.848,58.783,321.743,29.43,10,593.338
34337,12/31/22,ETRN,EQUITRANS MID CORP,389.702,10445.585,432.781,745.649,413.31,8365.139,-3054.922,1357.747,6.7,10,2899.633
34414,12/31/22,KNTK,KINETIK HOLDINGS INC,241.867,5919.711,45.679,169.109,227.828,3647.077,-958.629,1213.49,33.08,10,1511.061
34418,12/31/22,NFE,NEW FORTRESS ENERGY INC,1387.154,7705.082,208.77,809.835,1409.238,6263.223,117.478,2368.272,42.42,10,8856.023
35530,12/31/22,SLNG,STABILIS SOLUTIONS INC,32.217,96.58,18.42,-0.726,27.532,36.713,-40.289,98.823,5.315,10,97.902
35613,12/31/22,INDO,INDONESIA ENERGY CORP LTD,7.868,20.574,10.143,-4.599,1.217,3.25,-36.851,4.097,4.66,10,47.266
35993,12/31/22,BROG,BROOGE ENERGY LIMITED,14.575,473.645,88.035,41.13,280.02,368.55,3.309,81.541,5.35,10,470.987
36897,12/31/22,HPK,HIGHPEAK ENERGY INC,144.525,2279.482,113.165,422.564,266.129,1109.835,160.74,755.686,22.87,10,2588.084
36951,12/31/22,GRNT,GRANITE RIDGE RESOURCES INC,146.32,794.777,133.269,302.145,64.134,172.373,32.388,497.417,9.03,10,1203.419
37997,12/31/22,OPAL,OPAL FUELS INC,211.983,644.856,29.478,1.779,152.905,267.037,-800.618,235.531,7.28,10,214.6
38932,12/31/22,EZFL,EZFILL HOLDINGS INC,5.434,10.598,26.685,-14.592,3.298,4.813,-34.891,15.045,0.2814,10,7.509
39041,12/31/22,DTM,DT MIDSTREAM INC,262,8833,96.755,461,614,4679,537,920,55.26,10,5346.681
39637,12/31/22,ALPSQ,ALPINE SUMMIT ENGY PTNRS INC,40.06,344.081,33.98,65.936,203.04,252.579,-76.21,195.649,5.011,10,170.274
40306,12/31/22,ACDC,PROFRAC HOLDING CORP,865.4,2933.6,54,474.6,668.1,1582.9,-1185.9,2425.6,25.2,10,1360.8
40383,12/31/22,CRGY,CRESCENT ENERGY COMPANY,516.739,6019.849,48.282,1365.277,893.749,2720.855,61.957,3057.065,11.99,10,578.901
40399,12/31/22,IMPP,IMPERIAL PETE INC,133.872,365.823,194.585,29.819,24.381,84.168,28.604,97.02,0.2411,10,46.914
40560,12/31/22,EE,EXCELERATE ENERGY INC,823.535,2866.822,26.254,196.285,391.509,1170.125,12.524,2472.973,25.05,10,657.663
61034,12/31/22,TK,TEEKAY CORP,823.605,2164.846,98.318,235.482,232.272,795.24,-398.577,1190.184,4.54,10,446.364
61409,12/31/22,DO,DIAMOND OFFSHRE DRILLING INC,318.082,1527.956,101.32,-68.34,261.661,848.286,-280.555,841.278,10.4,10,1053.728
61616,12/31/22,E,ENI SPA,66113.464,162587.757,1672.695,20517.713,52181.34,103561.123,57381.839,142825.645,28.66,10,47939.439
61759,12/31/22,CLB,CORE LABORATORIES INC,211.702,578.354,46.632,40.802,103.135,389.4,82.172,489.735,20.27,10,945.231
61971,12/31/22,ENG,ENGLOBAL CORP,19.169,30.023,35.801,-17.233,12.056,19.698,-47.761,40.189,0.7765,10,27.799
62626,6/30/22,EPM,EVOLUTION PETROLEUM CORP,36.368,148.047,33.471,45.381,30.285,72.533,32.852,108.926,7.55,10,252.706
63892,12/31/22,NOV,NOV INC,5493,10135,392.833,391,2437,5001,-3662,7237,20.89,10,8206.281
64568,12/31/22,GIFI,GULF ISLAND FABRICATION INC,87.069,134.866,15.973,-10.319,30.789,32.242,-16.339,142.32,5.13,10,81.941
65006,12/31/22,HLX,HELIX ENERGY SOLUTIONS GROUP,460.589,2389.338,151.935,-26.137,297.955,872.629,217.969,873.1,7.38,10,1121.28
65009,12/31/22,AROC,ARCHROCK INC,231.96,2598.75,155.628,144.641,148.571,1738.057,-2509.133,845.568,8.98,10,1397.539
65464,12/31/22,AMEN,AMEN PROPERTIES INC,4.934,6.971,0.053,1.638,0.533,0.818,-48.338,4.064,550,10,29.15
65500,12/31/22,NAT,NORDIC AMERICAN TANKERS LTD,142.662,879.883,208.796,36.176,72.414,339.901,-158.04,339.34,3.06,10,638.916
65671,12/31/22,DRQ,DRIL-QUIP INC,752.588,972.515,34.157,-9.811,87.555,97.599,784.123,362.07,27.17,10,928.046
65896,9/30/22,GEOS,GEOSPACE TECHNOLOGIES CORP,59.961,135.056,13.021,-23.835,12.627,13.409,34.341,89.253,4.22,10,54.949
100165,12/31/22,SSLZY,SANTOS LTD,5128,28856,3304.082,3477,3472,14013,191,7987,4.842,10,15998.365
100712,12/31/22,WDS,WOODSIDE ENERGY GROUP LTD,9290,59321,1898.75,10129,6608,22194,7335,16817,24.21,10,45968.738
101973,12/31/22,TRMD,TORM PLC,739.712,2614.176,82.311,587.757,206.388,1110.502,1337.205,1443.351,29.17,10,2401.012
102983,12/31/22,CGGYY,CGG,1016.9,2889.4,712.357,155.2,554.3,1830.6,912.1,926.9,0.645,10,459.47
105222,12/31/22,FECCF,FRONTERA ENERGY CORP,509.45,2738.455,85.592,644.277,619.057,1149.251,-3138.805,1270.758,9.118452,10,780.467
105646,12/31/22,CWVLF,CROWN POINT ENERGY INC,9.852,68.184,72.903,-3.356,11.125,42.284,-31.231,26.524,0.125,10,9.113
105996,12/31/22,XLEFF,XXL ENERGY CORP,2.791,6.972,7.253,1.776,38.932,40.302,-118.807,3.319,0.12,10,0.87
107272,12/31/22,SNUYF,SERINUS ENERGY PLC,16.654,90.182,111.354,6.361,16.571,53.382,-389.728,45.966,0.08,10,8.908
107559,12/31/22,CNNEF,CANACOL ENERGY LTD,134.595,1014.848,170.557,120.364,193.402,722.908,78.359,335.711,1.46,10,249.013
107712,12/31/22,UUUU,ENERGY FUELS INC,135.59,273.947,157.683,-44.938,18.624,29.538,-458.066,12.515,6.21,10,979.211
108319,12/31/22,CEI,CAMBER ENERGY INC,18.951,49.913,114.781,-9.222,25.29,34.548,-122.613,24.038,0.325,10,37.304
108893,12/31/22,YZCAY,YANKUANG ENERGY GROUP CO,12811.384,44743.496,494.87,8029.607,12135.325,24558.746,11860.929,22415.208,30.494,10,15090.566
112759,12/31/22,LEU,CENTRUS ENERGY CORP,587.1,705.5,14.639,81.5,449.2,779.6,-233.7,293.8,32.48,10,475.475
120093,12/31/22,CNX,CNX RESOURCES CORPORATION,573.804,8515.773,170.841,-55.842,1312.804,5565.312,442.48,1259.799,16.84,10,2876.962
122197,2/28/22,DBRM,DAYBREAK OIL & GAS INC,0.417,0.976,67.802,-0.261,3.405,4.323,-29.53,0.68,0.045,10,3.051
124617,12/31/22,UGP,ULTRAPAR PARTICIPACOES SA,3511.647,6893.115,1095.199,695.642,2414.842,4590.12,1213.867,27169.686,2.42,10,2650.382
133870,12/31/22,PCCYF,PETROCHINA CO LTD,89002.735,387620.57,183020.978,36919.343,90510.02,164651.877,152671.021,469637.106,0.4455,10,81535.846
136287,12/31/22,SPOWF,STRATA PWR CORP,0.141,0.236,20.085,0.188,0.073,0.445,-23.613,0.398,0.01045,10,0.21
140756,12/31/22,SNPMF,CHINA PETROLEUM & CHEMICAL,75848.499,282527.468,119896.408,12820.766,96762.149,146785.129,84558.014,481091.224,0.4787,10,57394.411
142260,12/31/22,OIS,OIL STATES INTL INC,462.762,1064.392,63.904,-4.222,193.676,374.834,193.086,737.706,7.46,10,476.724
142337,12/31/22,NOG,NORTHERN OIL & GAS INC,320.485,2875.178,85.166,853.192,344.972,2129.918,-1000.759,1570.536,30.82,10,2624.816
142460,12/31/22,BTU,PEABODY ENERGY CORP,2372.5,5610.8,143.9,1225.8,918.7,2316,626.4,4981.9,26.42,10,3801.838
146659,12/31/22,HUSA,HOUSTON AMERN ENERGY CORP,4.796,11.731,10.328,-0.778,0.195,0.414,-73.788,1.639,3.44,10,35.528
147183,12/31/22,LODE,COMSTOCK INC,30.768,100.054,88.837,-20.416,31.629,43.691,-291.491,0.178,0.275,10,24.43
147398,12/31/22,TNP,TSAKOS ENERGY NAVIGATION LTD,513.114,3308.575,29.506,256.793,369.687,1785.656,319.391,860.4,16.93,10,499.537
150562,12/31/22,NGS,NATURAL GAS SERVICES GROUP,54.147,328.246,12.209,0.71,30.399,98.17,129.534,84.825,11.46,10,139.915
151933,12/31/22,TS,TENARIS SA,8468.596,17550.246,590.268,3068.936,2788.423,3515.809,12115.439,11762.526,35.16,10,20753.823
157793,12/31/22,SGQRF,SOUTHGOBI RESOURCES LTD,47.495,181.359,295.227,7.308,232.16,323.883,-1297.306,73.084,0.098,10,28.932
160341,12/31/22,WTI,W&T OFFSHORE INC,570.263,1431.79,146.133,462.315,792.334,1424.156,-544.788,920.997,5.58,10,815.422
160621,12/31/22,SFL,SFL CORP LTD,296.982,3861.33,138.562,262.768,1056.611,2770.099,48.729,670.393,9.22,10,1277.542
160856,12/31/22,TOPS,TOP SHIPS INC,22.892,469.337,10.295,32.541,32.235,272.314,-317.806,80.656,1.27,10,13.075
162453,12/31/22,AMTX,AEMETIS INC,18.136,207.114,35.869,-33.665,88.281,408.968,-434.437,256.513,3.96,10,142.041
164046,12/31/22,GTE,GRAN TIERRA ENERGY INC,168.587,1335.61,346.151,317.569,241.639,918.044,-856.743,711.388,0.99,10,342.689
164218,12/31/22,CTARF,CENTAURUS ENERGY INC,20.852,31.551,1.093,-25.177,11.252,21.465,-247.574,10.252,0.75,10,0.82
165075,12/31/22,GASS,STEALTHGAS INC,104.726,821.533,38.202,36.222,56.558,303.608,99.243,152.761,2.68,10,102.381
165262,12/31/22,DHT,DHT HOLDINGS INC,235.589,1508.474,162.653,54.69,64.374,434.988,-176.903,454.145,8.88,10,1444.359
165637,12/31/22,URG,UR ENERGY INC,43.944,107.895,224.7,-19.794,6.603,45.396,-215.99,0.019,1.15,10,258.405
165798,7/31/22,UEC,URANIUM ENERGY CORP,102.191,354.247,289.638,-19.266,8.498,27.338,-286.559,23.161,3.88,10,1123.795
166563,12/31/22,DK,DELEK US HOLDINGS INC,3716.9,8192.8,66.934,468.9,3086.4,7123.3,502.7,20245.8,27,10,1807.218
166740,12/31/22,CETY,CLEAN ENERGY TECHNOLOGIES,3.99,8.114,1486.995,-0.99,6.236,6.236,-17.438,2.663,2.8,10,4163.586
170750,12/31/22,FANG,DIAMONDBACK ENERGY INC,1392,26209,179.841,6522,1716,10519,794,9643,136.78,10,24598.652
170804,12/31/22,BDCO,BLUE DOLPHIN ENERGY CO,25.088,83.904,14.922,39.197,70.334,73.316,-29.319,487.504,1.58,10,23.577
170841,12/31/22,PSX,PHILLIPS 66,21922,76442,465.844,9597,15889,42336,24972,169990,104.08,10,48485.044
171059,12/31/22,FET,FORUM ENERGY TECH INC,512.865,834.757,5.653,9.055,210.293,527.722,-808.08,699.913,29.5,10,166.764
174169,12/31/22,BATL,BATTALION OIL CORP,88.165,485.358,16.345,152.136,165.025,400.73,-249.945,359.064,9.71,10,158.71
174282,9/30/22,ESOA,ENERGY SERVICES OF AMER CORP,70.392,112.627,16.667,6.493,65.421,84.386,-32.269,197.59,2.5734,10,42.891
176343,12/31/22,CLNE,CLEAN ENERGY FUELS CORP,471.72,1082.357,222.437,-41.123,148.146,354.886,-833.697,420.164,5.2,10,1156.672
176346,12/31/22,PFIE,PROFIRE ENERGY INC,32.034,53.93,47.106,5.195,6.789,7.346,22.131,45.937,1.06,10,49.932
176840,12/31/22,REI,RING ENERGY INC,63.166,1269,175.53,193.881,141.159,607.897,-114.313,347.25,2.46,10,431.804
178672,12/31/22,CVI,CVR ENERGY INC,1593,4119,100.531,974,1439,3328,-976,10896,31.34,10,3150.642
178674,12/31/22,EPSN,EPSILON ENERGY LTD,55.464,123.862,23.117,46.751,6.219,19.617,-29.516,69.963,6.63,10,153.266
179087,12/31/22,TNK,TEEKAY TANKERS LTD,459.509,1783.654,33.939,248.883,170.174,713.648,-233.604,1063.111,30.81,10,1045.661
180401,12/31/22,KGEI,KOLIBRI GLOBAL ENERGY INC,7.48,184.082,35.616,21.319,14.049,33.884,-169.277,37.606,2.95,10,105.067
180690,6/30/22,RCON,RECON TECHNOLOGY LTD,66.515,73.176,33.801,-12.287,7.893,11.547,-14.302,12.505,1.26,10,42.589
181269,12/31/22,GPRE,GREEN PLAINS INC,928.75,2123.131,59.295,-98.948,486.922,1062.065,-169.008,3662.849,30.5,10,1808.498
181989,12/31/22,SLCA,U S SILICA HOLDINGS INC,657.284,2214.58,75.739,177.454,271.95,1509.886,-352.807,1525.147,12.5,10,946.738
182823,12/31/22,SOUTF,SOUTHERN ENERGY CORP,37.638,97.652,138.057,16.453,17.433,30.25,-12.986,35.454,0.6047,10,83.483
183269,12/31/22,VIVK,VIVAKOR INC,9.179,76.343,18.065,-11.605,12.944,49.282,-55.17,28.107,1.0273,10,18.558
183296,5/31/22,LRDC,LAREDO OIL INC,0.133,3.702,54.515,-2.198,5.581,6.5,-11.982,0.668,0.087,10,4.743
183704,12/31/22,VTNR,VERTEX ENERGY INC,373.428,689.385,75.669,65.082,248.599,523.965,-115.893,2791.715,6.2,10,469.148
183855,12/31/22,PARXF,PAREX RESOURCES INC,593.602,2314.373,109.112,781.204,508.614,599.381,1011.94,1310.694,14.868,10,1622.277
184352,12/31/22,STNG,SCORPIO TANKERS INC,687.349,4559.163,61.263,851.484,473.251,2052.355,97.894,1562.873,53.77,10,3294.112
184442,12/31/22,CHRD,CHORD ENERGY CORP,1482.512,6631.081,41.477,1676.661,1361.333,1951.283,1445.491,3646.794,136.81,10,5674.468
184830,9/30/22,REGX,RED TRAIL ENERGY LLC,29.088,115.016,40.148,22.505,28.622,29.175,46.88,217.135,3,10,120.444
185323,12/31/22,ENSV,ENSERVCO CORP,5.96,19.838,11.829,-7.807,10.241,18.669,-41.156,21.644,1.63,10,19.281
